sample_no,review_id,platform,source_url,review_date,stay_date,language,rating,reviewer,room_or_plan,title,body_excerpt,bath_area_tags,keyword_tags,onsen_related,sample_layer,body_hash,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
54,jalan_02_306,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/20,,ja,,,,部屋からの眺めが最高です。,部屋の大きな窓から見える海の景色は最高でした。特に朝日が昇る瞬間はとても綺麗でした。ホテルのイベントにも参加させてもらい、楽しめました。食事は夕食、朝食とも、とてもおいしかったです。お風呂は景色は望めませんが、別府温泉のお湯が最高です。,facility_wide,view,true,jalan_latest,7c9c04b0ddd9,positive,body_positive,high,body_sentiment_inference_needed
55,jalan_02_319,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/19,,ja,,,,すべてが素晴らしかった,露天風呂付きの部屋に宿泊をしました 部屋を入ってすぐ目に飛び込んでくる、大きな窓から見える別府湾の眺望がすばらしく、とても驚きました。部屋についている露天風呂も、背の低い人であれば足を伸ばして入ることができる大きさで、とてもリラックスしてはいることができました。食事もとても美味しく、ホテルの方のホスピタリティは素晴らしかったです。施設にある足湯もお勧めです。,room_open_air_bath,footbath|open_air_public_bath|room_open_air_bath|view,true,jalan_latest,a16f254a783a,positive,body_positive,high,body_sentiment_inference_needed
56,jalan_02_332,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/13,,ja,,,,お部屋から眺める海に癒されました。お食事も季節感があり味も美味しく量もちょうど良かったです。,お部屋は綺麗でしたが加湿器に水を足そうと容器を外したらお掃除が行き届いてませんでした。お食事処は階段を降りるのが大変ですが落ち着いた雰囲気で ゆっくりお食事を楽しめました。大浴場のシャワーが古くて使い勝手が悪く残念でした。トータル的には満足で また宿泊したいと思います。,public_bath,cleaning_or_maintenance|public_bath,true,jalan_latest,acd0579085e7,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
57,jalan_02_345,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/12,,ja,,,,温泉とおもてなしが最高,お料理が美味しくて 説明も完璧でした お部屋のガラス張りは少し怖かったですが 別府湾が目の前に広がってとても爽快でした スタッフの方も配慮が行き届いて笑顔が素敵でした！,unclear,view,false,jalan_latest,82291cfa9cca,positive,body_positive,high,body_sentiment_inference_needed
58,jalan_02_358,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/11,,ja,,,,星野リゾートなのに残念,以前別の星野リゾートに宿泊したことがあり、その時の特別感の気持ちのままハードルを上げて期待しすぎて行ったのが、間違えだったのかもしれません。 ◆良かった点 お出迎えから、1階エレベーターから続く洞窟のようなシチュエーション、ワクワクしました。 ロビーの海を眺めながらの足湯もとても素晴らしいと思いました。 夕食の時の接客、担当していただいた方の言葉づかい、配膳,facility_wide,booking_confusion|footbath|view,true,jalan_latest,0708554addbf,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
59,jalan_02_371,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/9,,ja,,,,ご飯，個室でいだだけて美味しかったです,部屋も4人大人がゆっくり過ごせました。色々注文しましたが、どのスタッフさんも即座にお応えいただきありがたかったです。お風呂，食事に行くのに2階の中庭を通ります。風情がいいのだが外なんでそこが寒かった。,facility_wide,,true,jalan_latest,eee794f4ab19,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
60,jalan_02_384,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/8,,ja,,,,初めて星野リゾート家族旅行,入ってまずお部屋でチェックイン。めずらしいですね。ちょっとスタッフが来るのが遅く感じました。ちょうど時間帯で混んでたかなーと仕方ないかなと思いました。オーシャンビュー最高、お部屋も素敵です。 すぐに温泉へ。タオル類が脱衣所に置いてあり、手荷物が少なくとてもいいです。ご飯もおいしかったです。説明もしっかりあって楽しい時間でした。 朝お風呂行ったのですが、露天風,open_air_public_bath,booking_confusion|crowding|open_air_public_bath|view,true,jalan_latest,cf67bf80e8d2,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
61,jalan_03_010,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/6,,ja,,,,大パノラマの景色。,オーシャンフロントで窓が大きく景色が飽きない。staffが雑談できるし親切。夕食のサーブタイミングがちょうど良い。料理も創作過ぎず美味しかった。界を見直しました。また行きたいです。,unclear,view,false,jalan_latest,9b43e7263be2,positive,body_positive,high,body_sentiment_inference_needed
62,jalan_03_023,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/3/5,,ja,,,,期待が大きい分残念なホテル,朝の露天風呂は故障していたのか水風呂で入れなかった。張り紙くらい欲しかったたです。 部屋着も人数分全てＭサイズしか置いてなく、わざわざフロントまで交換に行かないと行けないので、せめて予備にSとＬが置いてあるといいと思います。ある程度の高級ホテルなら従業員がお部屋まで届けてくれると思いますが従業員が少な過ぎるのではと感じました。,open_air_public_bath,open_air_public_bath,true,jalan_latest,9bb6b329b070,mixed,body_negative_with_context,high,body_sentiment_inference_needed
63,jalan_03_036,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/23,,ja,,,,星野リゾートならではのイベントを楽しみました,スタッフの方がとても気さくで楽しく過ごすことができました。 温泉ミストづくりや足湯、縁日風のイベントなど、館内でも色々と楽しめました。 ライブラリーの飲み物やお風呂前の飲み物、アイスなども嬉しくいただきました。 館内が少し入り組んでおり、足が悪い高齢の母にはすこし不便なところもありましたが、お部屋も広くゆったりと過ごすことができました。,facility_wide,footbath,true,jalan_latest,be9e206bdb60,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
64,jalan_03_049,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/22,,ja,,,,ゆっくり,安定の界シリーズでゆっくりとくつろげました。 食事もご当地のものが食べられる美味しく頂きました。,unclear,,false,jalan_latest,351f0cb442dd,positive,body_positive,high,body_sentiment_inference_needed
65,jalan_03_062,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/14,,ja,,,,期待が高すぎだった,今回記念日プランで初めて利用させて頂きました 内装は落ち着いたデザインで素敵でしたが食事所が地下に階段で降りて行くのですが一番最後の階段を降りるとフロア側に更にもう一段段差があり転びそうになりました、内装が全体的に暗いのでせめてそこだけでもライトを付け欲しいと思いました。食事所は個室と思っていましたが すだれを垂らして仕切られたスペースで隣との会話は筒抜け！,unclear,,false,jalan_latest,fe5fc5886ee9,neutral,neutral_or_lodging_context,medium,body_sentiment_inference_needed
66,jalan_03_075,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/10,,ja,,,,子ども達も大喜び,現地で家族と合流しました。別々の予約で食事を6人一緒にできるか不安でしたが事前連絡すると丁寧に対応して頂けました。乳幼児も一緒でしたので大変助かりました。 アクティビティもとても楽しかったです。 あらゆる場面でのスタッフの対応も素晴らしく是非また利用したいと思います。,unclear,booking_confusion,false,jalan_latest,ad8d4ffc87b5,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
67,jalan_03_088,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/8,,ja,,,,家族でおススメ,とてもスタッフの対応も素晴らしく、素敵な時間を過ごすことができました。 またぜひご利用したいです。,unclear,booking_confusion,false,jalan_latest,a0878056d1e1,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
68,jalan_03_101,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/8,,ja,,,,部屋の露天風呂からの朝の景色が素晴らしかった,初めての別府旅行で界 別府にお邪魔しました。 もともとチケットGPTで別府旅行のおすすめで界 別府を紹介されたのがきっかけになりました。 夕食は、食べた事が無いいろいろな美味しい料理がたくさん出てきました。 スタッフの次の料理が出てくるタイミングが絶妙で、近くでこちらの方を見ているのかと思うくらいでした。 朝食も美味しく大変満足しましたが、食べ盛りの子には量,public_bath|room_open_air_bath,booking_confusion|cleaning_or_maintenance|open_air_public_bath|public_bath|room_open_air_bath|view,true,jalan_latest,7ec98a8ced1c,mixed,conditional_signal_tag,medium,body_sentiment_inference_needed
69,jalan_03_114,Jalan,https://www.jalan.net/yad352850/kuchikomi/,2026/2/7,,ja,,,,初の星野リゾート,入口がわかりにくく、とまどった。 部屋とお風呂が写真通りですごくよかった。 あとは期待以上ではなかった。,facility_wide,,true,jalan_latest,4e3665faec8e,mixed,body_positive_and_negative,high,body_sentiment_inference_needed
